WellID,CompletionID,API_uwi,Unformatted_API_uwi,WellName,WellboreId,ProducingMonth,TotalProdMonths,TotalCompletionMonths,ProducingDays,Prod_BOE,Prod_MCFE,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL,RepGasProd_MCF,CDProd_BOEPerDAY,CDProd_MCFEPerDAY,CDLiquids_BBLPerDAY,CDGas_MCFPerDAY,CDWater_BBLPerDAY,CDRepGas_MCFPerDAY,PDProd_BOEPerDAY,PDProd_MCFEPerDAY,PDLiquids_BBLPerDAY,PDGas_MCFPerDAY,PDWater_BBLPerDAY,PDRepGas_MCFPerDAY,CumProd_BOE,CumProd_MCFE,CumLiquids_BBL,CumGas_MCF,CumWater_BBL,CumRepGas_MCF,ProductionReportedMethod,ProducingOperator,InjectionGas_MCF,InjectionSolvent_BBL,InjectionSteam_BBL,InjectionWater_BBL,InjectionOther_BBL,CalendarDayInjectionWater_BBLPerDAY,CalendarDayInjectionSteam_BBLPerDAY,CalendarDayInjectionSolvent_BBLPerDAY,CalendarDayInjectionGas_MCFPerDAY,CalendarDayInjectionOther_BBLPerDAY,ENVProdID
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2012,1,1,1,80,480,80,0,373,0,3,15,3,0,12,0,80,480,80,0,373,0,80,480,80,0,373,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2012,2,2,5,101,605,99,11,656,0,3,20,3,0,22,0,20,121,20,2,131,0,181,1085,179,11,1029,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2012,3,3,5,65,387,60,27,11259,0,2,12,2,1,363,0,13,77,12,5,2252,0,245,1472,239,38,12288,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2012,4,4,11,153,917,149,23,19821,0,5,31,5,1,661,0,14,83,14,2,1802,0,398,2389,388,61,32109,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2012,5,5,2,22,133,22,1,0,0,1,4,1,0,0,0,11,67,11,1,0,0,420,2522,410,62,32109,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2012,6,6,27,116,693,115,3,35069,0,4,22,4,0,1131,0,4,26,4,0,1299,0,536,3215,525,65,67178,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2012,7,7,9,52,312,52,0,8877,0,2,10,2,0,296,0,6,35,6,0,986,0,588,3527,577,65,76055,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2012,8,8,1,22,132,22,0,16,0,1,4,1,0,1,0,22,132,22,0,16,0,610,3659,599,65,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2012,9,9,1,27,161,25,11,0,0,1,5,1,0,0,0,27,161,25,11,0,0,637,3820,624,76,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2012,10,10,1,17,102,17,0,0,0,1,3,1,0,0,0,17,102,17,0,0,0,654,3922,641,76,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2013,11,11,1,4,22,2,10,0,0,0,1,0,0,0,0,4,22,2,10,0,0,657,3944,643,86,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2013,12,12,1,66,394,64,10,0,0,2,14,2,0,0,0,66,394,64,10,0,0,723,4338,707,96,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2013,13,13,1,29,171,27,9,0,0,1,6,1,0,0,0,29,171,27,9,0,0,752,4509,734,105,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2013,14,14,1,38,229,37,7,0,0,1,8,1,0,0,0,38,229,37,7,0,0,790,4738,771,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2013,15,15,2,37,222,37,0,0,0,1,7,1,0,0,0,19,111,19,0,0,0,827,4960,808,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2013,16,16,1,19,114,19,0,0,0,1,4,1,0,0,0,19,114,19,0,0,0,846,5074,827,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2013,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,5074,827,112,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2013,18,18,1,41,246,41,0,0,0,1,8,1,0,0,0,41,246,41,0,0,0,887,5320,868,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2013,19,19,2,30,180,30,0,0,0,1,6,1,0,0,0,15,90,15,0,0,0,917,5500,898,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2013,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,5500,898,112,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2013,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,5500,898,112,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2013,22,22,2,36,216,36,0,0,0,1,7,1,0,0,0,18,108,18,0,0,0,953,5716,934,112,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2014,23,23,1,8,48,6,12,0,0,0,2,0,0,0,0,8,48,6,12,0,0,961,5764,940,124,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2014,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,5764,940,124,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2014,25,25,1,1,7,0,7,0,0,0,0,0,0,0,0,1,7,0,7,0,0,962,5771,940,131,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2014,26,26,1,2,10,0,10,0,0,0,0,0,0,0,0,2,10,0,10,0,0,964,5781,940,141,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2014,27,27,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,964,5782,940,142,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2014,28,28,1,32,190,30,10,0,0,1,6,1,0,0,0,32,190,30,10,0,0,995,5972,970,152,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2014,29,29,1,2,9,0,9,0,0,0,0,0,0,0,0,2,9,0,9,0,0,997,5981,970,161,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2014,30,30,1,89,533,88,5,0,0,3,17,3,0,0,0,89,533,88,5,0,0,1086,6514,1058,166,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2014,31,31,1,45,269,44,5,0,0,1,9,1,0,0,0,45,269,44,5,0,0,1131,6783,1102,171,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2014,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,6783,1102,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2014,33,33,1,30,180,30,0,0,0,1,6,1,0,0,0,30,180,30,0,0,0,1161,6963,1132,171,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2014,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2015,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2015,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2015,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2015,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2015,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6963,1132,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2015,40,40,2,38,228,38,0,0,0,1,8,1,0,0,0,19,114,19,0,0,0,1199,7191,1170,171,76071,0,REPORTED,"NADEL AND GUSSMAN PERMIAN, LLC",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2015,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2015,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2015,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2015,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2015,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2015,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2016,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,7191,1170,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2016,48,48,29,60,360,60,0,0,0,2,12,2,0,0,0,2,12,2,0,0,0,1259,7551,1230,171,76071,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2016,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,7551,1230,171,76071,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2016,50,50,30,56,336,56,0,0,0,2,11,2,0,0,0,2,11,2,0,0,0,1315,7887,1286,171,76071,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2016,51,51,31,31,184,30,4,28,0,1,6,1,0,1,0,1,6,1,0,1,0,1345,8071,1316,175,76099,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2016,52,52,30,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,8074,1316,178,76099,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2016,53,53,31,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,8078,1316,182,76099,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2016,54,54,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,8079,1316,183,76099,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2016,55,55,30,5,30,5,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1352,8109,1321,183,76105,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2016,56,56,31,3,18,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1355,8127,1324,183,76108,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2016,57,57,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8127,1324,183,76111,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2016,58,58,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8127,1324,183,76114,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2017,59,59,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8127,1324,183,76117,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2017,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8127,1324,183,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2017,61,61,31,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8129,1324,185,76117,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2017,62,62,30,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,"BC OPERATING, INC.",,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2017,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2017,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2017,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2017,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2017,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76117,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2017,68,68,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1355,8131,1324,187,76120,0,REPORTED,MARATHON OIL PERMIAN LLC,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2017,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,12/1/2017,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,1/1/2018,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,2/1/2018,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,3/1/2018,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,4/1/2018,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,8131,1324,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,5/1/2018,75,75,9,16,96,16,0,0,0,1,3,1,0,0,0,2,11,2,0,0,0,1371,8227,1340,187,76120,0,REPORTED,MARATHON OIL PERMIAN LLC,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,6/1/2018,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,8227,1340,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,7/1/2018,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,8227,1340,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,8/1/2018,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,8227,1340,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,9/1/2018,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,8227,1340,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,10/1/2018,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,8227,1340,187,76120,0,REPORTED,,,,,,,,,,,,1
840300001068567,8.40301E+14,30-015-38519,3001538519,LONG BRANCH 002,687224,11/1/2018,81,81,1,58,348,58,0,0,0,2,12,2,0,0,0,58,348,58,0,0,0,1429,8575,1398,187,76120,0,REPORTED,MARATHON OIL PERMIAN LLC,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,9/1/2006,1,1,20,391,2348,294,584,0,0,13,78,10,19,0,0,20,117,15,29,0,0,391,2348,294,584,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,10/1/2006,2,2,31,146,876,130,96,0,0,5,28,4,3,0,0,5,28,4,3,0,0,537,3224,424,680,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,11/1/2006,3,3,30,165,987,164,3,0,0,5,33,5,0,0,0,5,33,5,0,0,0,702,4211,588,683,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,12/1/2006,4,4,31,96,576,94,12,0,0,3,19,3,0,0,0,3,19,3,0,0,0,798,4787,682,695,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,1/1/2007,5,5,31,62,371,61,5,0,0,2,12,2,0,0,0,2,12,2,0,0,0,860,5158,743,700,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,2/1/2007,6,6,28,26,154,25,4,0,0,1,6,1,0,0,0,1,6,1,0,0,0,885,5312,768,704,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,3/1/2007,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,5312,768,704,0,0,REPORTED,,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,4/1/2007,8,8,7,3,18,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,888,5330,771,704,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,5/1/2007,9,9,5,58,348,58,0,0,0,2,11,2,0,0,0,12,70,12,0,0,0,946,5678,829,704,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,6/1/2007,10,10,9,19,114,13,36,0,0,1,4,0,1,0,0,2,13,1,4,0,0,965,5792,842,740,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,7/1/2007,11,11,13,30,181,28,13,0,0,1,6,1,0,0,0,2,14,2,1,0,0,996,5973,870,753,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,8/1/2007,12,12,14,39,235,34,31,0,0,1,8,1,1,0,0,3,17,2,2,0,0,1035,6208,904,784,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,9/1/2007,13,13,17,36,216,36,0,0,0,1,7,1,0,0,0,2,13,2,0,0,0,1071,6424,940,784,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,10/1/2007,14,14,13,15,90,15,0,0,0,0,3,0,0,0,0,1,7,1,0,0,0,1086,6514,955,784,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,11/1/2007,15,15,30,90,541,54,217,0,0,3,18,2,7,0,0,3,18,2,7,0,0,1176,7055,1009,1001,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,12/1/2007,16,16,31,28,168,28,0,0,0,1,5,1,0,0,0,1,5,1,0,0,0,1204,7223,1037,1001,0,0,REPORTED,POGO PRODUCING CO,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,1/1/2008,17,17,9,8,48,4,24,0,0,0,2,0,1,0,0,1,5,0,3,0,0,1212,7271,1041,1025,0,0,REPORTED,POGO PRODUCING COMPANY LLC,,,,,,,,,,,1
840300001065121,8.40301E+14,30-015-34898,3001534898,LAKE WOOD 15 006,2132105,2/1/2008,18,18,29,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,7275,1041,1029,0,0,REPORTED,POGO PRODUCING COMPANY LLC,,,,,,,,,,,1
